example_id                                                                | status | run_time        |
./spec/system/promotion_code_invalidation_spec.rb[1:1]                    | passed | 2.3 seconds     |
./spec/system/quantity_promotions_spec.rb[1:1]                            | passed | 2.5 seconds     |
./spec/system/quantity_promotions_spec.rb[1:2]                            | passed | 2.05 seconds    |
./spec/system/quantity_promotions_spec.rb[1:3:1]                          | passed | 2.19 seconds    |
./spec/system/taxons_spec.rb[1:1]                                         | passed | 0.18823 seconds |
./spec/system/taxons_spec.rb[1:2]                                         | passed | 0.27517 seconds |
./spec/system/taxons_spec.rb[1:3:1]                                       | passed | 0.16859 seconds |
./spec/system/taxons_spec.rb[1:3:2]                                       | passed | 0.1897 seconds  |
./spec/system/taxons_spec.rb[1:3:3]                                       | passed | 0.17649 seconds |
./spec/system/taxons_spec.rb[1:3:4]                                       | passed | 0.17758 seconds |
./spec/system/taxons_spec.rb[1:3:5]                                       | passed | 0.19129 seconds |
./spec/system/taxons_spec.rb[1:4:1]                                       | passed | 0.80792 seconds |
./spec/system/taxons_spec.rb[1:4:2]                                       | passed | 0.83904 seconds |
./spec/system/taxons_spec.rb[1:5:1]                                       | passed | 0.19566 seconds |
./spec/system/taxons_spec.rb[1:5:2:1]                                     | passed | 0.17837 seconds |
./spec/system/taxons_spec.rb[1:6:1]                                       | passed | 0.23569 seconds |
./spec/system/template_rendering_spec.rb[1:1]                             | passed | 0.04591 seconds |
